date_mdy,month,journal_entry,location,location_accuracy,local_place,local_place_accuracy,latitude,latitude_origin,longitude,longitude_origin,transcription,quantity,unit,item,letter,letter_from,letter_to,wind_direction_am,wind_direction_pm,wind_direction_night,wind_speed_am,wind_speed_pm,wind_speed_night,weather_condition_am,weather_condition_pm,weather_condition_night,temperature_am,temperature_pm,temperature_night,image_path,image_description,recorder,notes,second_check,journal,transcription_accuracy,...1
10/19/1877,October,The wind Southerly work all day at the Hotel Setting up stove and moving thing over from the Old home. ar night rainy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/20/1877,October,The wind North East. work about. the house. Reed a letter from Cept E V. Lynam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/21/1877,October,Calm all day. First company in house for dinner.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/22/1877,October,The wind North East and heavy rain all day. work about the house. Wrote letter to E.C.Smith Boston & E. V. Lynman Long Pong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/23/1877,October,The wind South West. washing and putting away furniture all day Received letter from C C Burril.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/24/1877,October,Calm all day Hauled wood from the old place and repaired the cook stove. At night rainy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/25/1877,October,The wind North East and snowy. all day wrote letter to Mijsrs Maymard Gough &Co. work all day in house painting furniture Received letter from Curtis Stevens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
10/26/1877,October,The wind Northerly went to Prospect. and West Gouldsboro to see about money matters.,"Prospect, West Gouldsboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/27/1877,October,The wind North West. wrote letter to C.C. Burril work in the house cleaning up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/28/1877,October,The wind Northerly. in forenoon and Westerly in afternoon.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/29/1877,October,The wind Southerly. very fresh breeze. Went to West Gouldsboro and took the stage and went to Ellsworth to see about. getting money. on Hotel. Reed letter from Maynard Gough &Co. afternoon rainy,Ellsworth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,read,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
10/30/1877,October,The wind Northerly and clear. took the Gtage to West Gouldsboro and came home Wrote letter to C.C. Burril Ellsworth,West Gouldsboro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
10/31/1877,October,The wind Southerly Blasting rock in Highway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
11/01/1877,November,The wind north West wrote letters to H. D Coombs. and E V Lynam reed letter from C. C. Burril. work all day in houses with R Rand painting and varnishing furniture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,read and write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
11/02/1877,November,The wind Easterly in morning then hauled out South. Work with R. Rand. in house painting furniture In the afternoon very fresh blow. heavy storm work a part of the afternoon. turning in shop turning for Reuben Rand.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
11/03/1877,November,The wind Westelry very fresh breeze. Work in the shop turning and jigsawing For R Rand.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
11/04/1877,November,The wind Westerly fresh breeze.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
11/05/1877,November,The wind Southerly fresh breeze and rainy at night. Got ready to go gunning in forenoon. and worked prying up store. in the afternoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
11/06/1877,November,The wind N.N.West. wrote letter to J. A Milliken Cherryfield. Work hauling stone around the house. reed letters from Thomas Bunker Cranberry Isles. And C C Burril at Ellsworth.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,read and write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
11/07/1877,November,The wind South West. work in forenoon blowing rock for house. Work in the afternoon laying floor for A Foss. and in the evening wrote Bill of State for Jame M Sargent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
11/08/1877,November,The wind South West. went gunning in forenoon mended store in afternoon. Received Postal Card from J. A. Milliken. Drafter a boat for Edward Kingsley.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
11/09/1877,November,The wind South very fresh breeze and a very big storm. work in house moving sink and making changed. in cook room,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
11/10/1877,November,The wind North East. Work in house making shelves &c Reed letters from Stephen Southward Mejsrs S. C. Muney &Co. Pothand & C. C. Burril,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,read,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
11/11/1877,November,The wind North East. Went to the Lower Harbor after Capt Cranes team to go to Ellsworth,Lower Harbor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
11/12/1877,November,The wind Northerly wrote letters to Stephen Southard Thomas Bunker & Mejsrs S Le Muney &Co. went to Ellsworth with L. G. Cranes horse after money got $500.,Ellsworth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
11/13/1877,November,The wind Northerly. wrote Card to C. Stevens Came home.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
11/14/1877,November,The wind Southerly hauled wood from the Old place. and work about home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
11/15/1877,November,The wind Southerly fresh breeze. wrote letter to Curtis Stevens Mejsrs M Gallent. and H. D. Coombs. work about home.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
11/16/1877,November,The wind Southerly showery. work apart of the day for A. Foss. on the inside of his house.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
11/17/1877,November,Calm and pleasant. all day. Worked with a mason topping out chimney in the L. reed letter from Mejsrs M. Gallent &Co wrote one to H. H. Smallidge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,read and write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
11/18/1877,November,The wind South Easterly and rainy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
11/19/1877,November,The wind North West work hauling stone around the house.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
11/20/1877,November,The wind Northerly work about home reed letters from Mejrs S. C. Muney &Co. Curtis Stevens and Dr S M Lumun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,read,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
11/21/1877,November,The wind Northerly. Work with a Mason topping out chimney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
11/22/1877,November,Very Moderate wind North West Work with Daniel Bickford topping out chimney. wrote letter to Capt S.L. Tracy.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
11/23/1877,November,The wind northerly Killed my Hog with the help of Caled Pendleton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
11/24/1877,November,The wind Easterly and clear. Painted chimneys and commenced taring roof of house. Received letter from S. L. Tracy.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
11/25/1877,November,The wind Easterly and overcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
11/26/1877,November,The wind Easterly very fresh breeze and apart of the day rainy Work in the house. making bed slats. &c.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
11/27/1877,November,The wind Easterly and rainy went to West Gouldsboro to carry a runner. reed four boarders Regs letter to Curtis Stevens with $25. Enc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
11/28/1877,November,The wind Southerly and rainy i the morning work abt the house,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
11/29/1877,November,The wind Easterly work in the forenoon putting underpin ing under the wing of the house. in the afternoon rainy and snowy wrote letter to Mijsus S.C.Muney &Co Mras Proctur Smallidge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
11/30/1877,November,The wind North West and cold Snowy work about home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
12/01/1877,December,The wind Northerly and cold split stone for the house in fore noon and work for Capt J.R.Hammond on Sch Sea Flower in the afternoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
12/02/1877,December,The wind Northerly and cold Dr Inman Dentist left.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
12/03/1877,December,The wind South West. Work all day hauling stone around the house.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
12/04/1877,December,The wind North West and moderate. Work putting stone under the platform of house. Reed letter from Curtis Stevens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,read,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
12/05/1877,December,The wind Southerly fresh breeze send at night very heavy rain and wind. Work in the house putting up door bell &c.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
12/06/1877,December,The wind North West and cloudy work with William Tracy & Daniel Bickfors putting underpinning under the house.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
12/07/1877,December,The wind North West. and moderate. work banking up the house.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
12/08/1877,December,The wind South West Snowy in fore noon wrote letter to Chas C. Burris. Work abt home.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
12/09/1877,December,The wind West North West and very pleasant.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
12/10/1877,December,The wind moderate Northerly and warm Hauled up coal from wharf to the House in forenoon. And made Cart Alletree for Haines Bickford in afternoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
12/11/1877,December,The wind East.N.East Snowy all day. wrote letter to American office for Bill poster printed for a douer for Christmas. work on furniture all day. At night rainy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
12/12/1877,December,The wind North West. Work about home all day.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
12/13/1877,December,The wind South Snowy and rainy all day worked apart of the forenoon on board of the A.G. Brooks putting a scuttle in the cabin floor. in the afternoon setting up beals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
12/14/1877,December,The wind North West very fresh breeze. Send postal cards to Andrea Laffin Hancock & Choes Burril work a part of the day putting fore foot on Schr A.G. Brooks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
12/15/1877,December,very moderate all day wrote postal cards to Andrea Laffin & Chas Cale. work apart of the day on the A.G.Brooks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
12/16/1877,December,The wind W.SWest. and pleasant.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
12/17/1877,December,The wind South West. fresh breeze putty glass in door and windows work apart of the day for Geo Tracy on dora.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
12/18/1877,December,The wind Northerly. wrote letters to Geo W. Boyley & G.W.Whittoker. Work apart of the day for G. W. Tracy in evening wrote Bill of Sale of Sea Flower for J R Hammond to James M. Sargent.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
12/19/1877,December,The wind Southerly at night rainy Work apart of the day for J. D. Harrington building stairs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
12/20/1877,December,The wind Northerly Went to Ellsworth. with J. D. Harrington to see about getting Music to the Back Christmas. Engaged Laffins Orchestra Hancock.,Ellsworth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
12/21/1877,December,Very Moderate all day with the wind North West. Came home in the afternoon.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
12/22/1877,December,The wind N.N.W. moderate work about home thermometer 24°,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
12/23/1877,December,The wind Northerly Thermometer at 8 oclock 26°,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
12/24/1877,December,The wind North West thermometer 32° in morning work about home getting ready for Christmas ball and supper.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
12/25/1877,December,The wind North West and very fine weather the thermometer in morning 28° Got up a Ball and Supper in the Evening 16 couple in all.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
12/26/1877,December,The wind Northerly Thermometer in the morning 30° work all day cleaning up rooms dishes &e caused by a large crowd Christmas.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
12/27/1877,December,The wind North West thermometer in the morning 34° work apart of the day for JDHairington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
12/28/1877,December,The wind very moderate and warm south cast Thermometer in morning 34° being placed on the North side of the house in the shade. work all day for JDHarrington foushed the legt up his store went to Prospect Exhibition,Prospect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
12/29/1877,December,The wind Northwest and very warm and pleasant for the time of year the Thermometer at 41° above 0 work about home. cutting wood &c.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
12/30/1877,December,The wind North East. Thermometer 28° overcast.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
12/31/1877,December,The wind N.N.W. the thermometer stood at 23° This day not the particle of snow to the seen and has not been but one or two days sleighmg for the winter The Harbor and coves all free from Ice and the ground as bare as in july. Worked all day for J. D. Harrington. finishing the chamber over his store.. Had for boarders J.D. Harrington Wife and child. and a few Tromcient. ones,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
NA,January,The wind North fresh breeze the thermometer at 8 am 10° above 0 the thermometer hangs on the north side of the house in the shade and will be noted in the morning unless otherwise specified. Gave T. R. Hammond to notes of $100 each for one of J. M. Sargent and Geo Wescott. Work apart of the day for J D Harrington. went to wharf meeting in the evening,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,fresh breeze,NA,NA,NA,NA,NA,10.0,NA,NA,NA,NA,WD,NA,NA,7,confident,01/01/1878
NA,January,The wind North East thermometer 18° above zero work apart of the day for J D Harrington,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,18.0,NA,NA,NA,NA,WD,NA,NA,7,confident,01/02/1878
NA,January,The wind Northerly fresh breeze in morning Thermometer 8° above zero. and at 9 oclock in the evening it was down to 0 Work at the door cutting wood Went to a religious meeting in Evening,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,fresh breeze,NA,NA,NA,NA,NA,8.0,NA,0,NA,NA,WD,NA,NA,7,confident,01/03/1878
NA,January,The wind South East Thermometer in the morning down to zero. at night Thermometer 28° above in the evening a terrific storm of snow rain and wind Work about home,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,NA,NA,storm,0.0,NA,28,NA,NA,WD,NA,NA,7,confident,01/04/1878
NA,January,The wind West North West Thermometer in morning 37° above and at night 0° Work about home.,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,37.0,NA,0,NA,NA,WD,NA,NA,7,confident,01/05/1878
NA,January,The wind North West.Wind moderate. Thermometer at 8 am 4° above 0 at night 10° above. Went to the Lower Harbor and back in dora.,Winter Harbor,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,moderate,NA,NA,NA,NA,NA,4.0,NA,10,NA,NA,WD,NA,NA,7,confident,01/06/1878
NA,January,The wind North The Thermometer 9° below zero Went up the stream cutting fire wood Thermometer 4° above at night,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,-9.0,NA,4,NA,NA,WD,NA,NA,7,confident,01/07/1878
NA,January,The wind North West. Thermometer 14° below 0 In the afternoon the Thermometer at zero Work around home. Recd letter from Thomas Bunker & Card from F. Haines Biddeford,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,read,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,-14.0,0.0,NA,NA,NA,WD,NA,NA,7,confident,01/08/1878
NA,January,The wind Northerly and moderate snowy all the fore noon Thermometer at 25° above zero work apart of the day for J D Harrington Wrote letters to Thomas Bunker & CC Burrill + postal card to F. Haines Biddeford,Winter Harbor,assumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,NA,N,NA,NA,moderate,NA,NA,snow,NA,NA,25.0,NA,NA,NA,NA,WD,NA,NA,7,confident,01/09/1878
